plateRSA;parkingIdRSA;uniqueIDRSA;makeAutomaticPaymentRSA
ACB776;100;PDPPATV8122224;true
BBD989;100;PDPPATV8122225;true
BBD123;100;PDPPATV8122226;true
ADE514;100;PDPPATV8122227;true
ACE524;100;PDPPATV8122228;true
ADE705;100;PDPPATV8122229;true
AEB271;100;PDPPATV8122230;true
BAB004;100;PDPPATV8122231;true
ACC700;100;PDPPATV8122232;true
ABC584;100;PDPPATV8122233;true
BCE914;100;PDPPATV8122234;true
ADE317;100;PDPPATV8122235;true
BAA975;100;PDPPATV8122236;true
BAB352;100;PDPPATV8122237;true
BDA113;100;PDPPATV8122238;true
BAB146;100;PDPPATV8122239;true
BBD207;100;PDPPATV8122240;true
AEB684;100;PDPPATV8122241;true
ADC140;100;PDPPATV8122242;true
AAC250;100;PDPPATV8122243;true
AAD544;100;PDPPATV8122244;true
ABA741;100;PDPPATV8122245;true
CAD179;100;PDPPATV8122246;true
ABA430;100;PDPPATV8122247;true
BAB468;100;PDPPATV8122248;true
BEB777;100;PDPPATV8122249;true
ACC859;100;PDPPATV8122250;true
ABB477;100;PDPPATV8122251;true
ABA466;100;PDPPATV8122252;true
BAB248;100;PDPPATV8122253;true
ACC567;100;PDPPATV8122254;true
ACC568;100;PDPPATV8122255;true
ACC569;100;PDPPATV8122256;true
CAD199;100;PDPPATV8122257;true
CAD471;100;PDPPATV8122258;true
ACC899;100;PDPPATV8122259;true
BCE450;100;PDPPATV8122260;true
CAD790;100;PDPPATV8122261;true
ACC901;100;PDPPATV8122262;true
ADE749;100;PDPPATV8122263;true
ADE750;100;PDPPATV8122264;true
BAA828;100;PDPPATV8122265;true
ACC178;100;PDPPATV8122266;true
BEB830;100;PDPPATV8122267;true
ADE011;100;PDPPATV8122268;true
BCE454;100;PDPPATV8122269;true
BAE692;100;PDPPATV8122270;true
AAC452;100;PDPPATV8122271;true
ACC276;100;PDPPATV8122272;true
BEB208;100;PDPPATV8122273;true
AAC580;100;PDPPATV8122274;true
BCB618;100;PDPPATV8122275;true
BCB619;100;PDPPATV8122276;true
CAA300;100;PDPPATV8122277;true
AAC581;100;PDPPATV8122278;true
BAA933;100;PDPPATV8122279;true
ABC691;100;PDPPATV8122280;true
BAE819;100;PDPPATV8122281;true
ACE616;100;PDPPATV8122282;true
CAA302;100;PDPPATV8122283;true
BCB621;100;PDPPATV8122284;true
AAA922;100;PDPPATV8122285;true
AEB657;100;PDPPATV8122286;true
BAD124;100;PDPPATV8122287;true
ABC994;100;PDPPATV8122288;true
ABC692;100;PDPPATV8122289;true
ABC693;100;PDPPATV8122290;true
BEB230;100;PDPPATV8122291;true
BCA026;100;PDPPATV8122292;true
BBD177;100;PDPPATV8122293;true
BAA934;100;PDPPATV8122294;true
CAD281;100;PDPPATV8122295;true
ADE282;100;PDPPATV8122296;true
ACC450;100;PDPPATV8122297;true
BCA027;100;PDPPATV8122298;true
ABA597;100;PDPPATV8122299;true
ACC233;100;PDPPATV8122300;true
ADE071;100;PDPPATV8122301;true
ABA388;100;PDPPATV8122302;true
CAD093;100;PDPPATV8122303;true
ADE072;100;PDPPATV8122304;true
BDC088;100;PDPPATV8122305;true
CAD859;100;PDPPATV8122306;true
BCE436;100;PDPPATV8122307;true
ACC165;100;PDPPATV8122308;true
BBC647;100;PDPPATV8122309;true
BEB616;100;PDPPATV8122310;true
BBE423;100;PDPPATV8122311;true
BAD342;100;PDPPATV8122312;true
BAA295;100;PDPPATV8122313;true
BCE986;100;PDPPATV8122314;true
BEA422;100;PDPPATV8122315;true
BCE988;100;PDPPATV8122316;true
BAB339;100;PDPPATV8122317;true
ADE027;100;PDPPATV8122318;true
BEB101;100;PDPPATV8122319;true
ACC187;100;PDPPATV8122320;true
ACC186;100;PDPPATV8122321;true
CAD509;100;PDPPATV8122322;true
ACC821;100;PDPPATV8122323;true
ACC822;100;PDPPATV8122324;true
AAA362;100;PDPPATV8122325;true
BAB445;100;PDPPATV8122326;true
AAD535;100;PDPPATV8122327;true
BBA780;100;PDPPATV8122328;true
ABC563;100;PDPPATV8122329;true
BBA781;100;PDPPATV8122330;true
AAA803;100;PDPPATV8122331;true
BED472;100;PDPPATV8122332;true
ADE691;100;PDPPATV8122333;true
BED858;100;PDPPATV8122334;true
BDA094;100;PDPPATV8122335;true
AEB601;100;PDPPATV8122336;true
ADE703;100;PDPPATV8122337;true
AAB168;100;PDPPATV8122338;true
ACC834;100;PDPPATV8122339;true
CAD741;100;PDPPATV8122340;true
BEB769;100;PDPPATV8122341;true
BEB770;100;PDPPATV8122342;true
BEA695;100;PDPPATV8122343;true
AAD352;100;PDPPATV8122344;true
CAB033;100;PDPPATV8122345;true
ABB406;100;PDPPATV8122346;true
BDA520;100;PDPPATV8122347;true
BEA965;100;PDPPATV8122348;true
BDE087;100;PDPPATV8122349;true
BCE317;100;PDPPATV8122350;true
AED796;100;PDPPATV8122351;true
AAE962;100;PDPPATV8122352;true
CAD189;100;PDPPATV8122353;true
AEC007;100;PDPPATV8122354;true
BCE318;100;PDPPATV8122355;true
BBD904;100;PDPPATV8122356;true
ABA222;100;PDPPATV8122357;true
ABD226;100;PDPPATV8122358;true
BDA734;100;PDPPATV8122359;true
ACD476;100;PDPPATV8122360;true
ACD477;100;PDPPATV8122361;true
BEC454;100;PDPPATV8122362;true
BCA561;100;PDPPATV8122363;true
ACA993;100;PDPPATV8122364;true
BCA562;100;PDPPATV8122365;true
BBD927;100;PDPPATV8122366;true
AEB918;100;PDPPATV8122367;true
BBD826;100;PDPPATV8122368;true
ACD479;100;PDPPATV8122369;true
AEB920;100;PDPPATV8122370;true
ADE657;100;PDPPATV8122371;true
BDC314;100;PDPPATV8122372;true
BEA010;100;PDPPATV8122373;true
BEE202;100;PDPPATV8122374;true
BAD690;100;PDPPATV8122375;true
BBB515;100;PDPPATV8122376;true
ACD377;100;PDPPATV8122377;true
CAE295;100;PDPPATV8122378;true
ACD379;100;PDPPATV8122379;true
BAB981;100;PDPPATV8122380;true
AEA349;100;PDPPATV8122381;true
ABB658;100;PDPPATV8122382;true
ABB631;100;PDPPATV8122383;true
AEA172;100;PDPPATV8122384;true
BDA803;100;PDPPATV8122385;true
CAE477;100;PDPPATV8122386;true
BDA592;100;PDPPATV8122387;true
BAB495;100;PDPPATV8122388;true
CAE329;100;PDPPATV8122389;true
BAA941;100;PDPPATV8122390;true
BBD862;100;PDPPATV8122391;true
ABE231;100;PDPPATV8122392;true
BCB554;100;PDPPATV8122393;true
BAA943;100;PDPPATV8122394;true
ABE232;100;PDPPATV8122395;true
BBD969;100;PDPPATV8122396;true
BAC124;100;PDPPATV8122397;true
BAC041;100;PDPPATV8122398;true
BBE017;100;PDPPATV8122399;true
BDD303;100;PDPPATV8122400;true
CAB514;100;PDPPATV8122401;true
BEB645;100;PDPPATV8122402;true
ADE147;100;PDPPATV8122403;true
BBD375;100;PDPPATV8122404;true
ACC774;100;PDPPATV8122405;true
BAA988;100;PDPPATV8122406;true
BCE949;100;PDPPATV8122407;true
BAB306;100;PDPPATV8122408;true
ADE344;100;PDPPATV8122409;true
ACC503;100;PDPPATV8122410;true
AEB652;100;PDPPATV8122411;true
BEB742;100;PDPPATV8122412;true
AAB235;100;PDPPATV8122413;true
BED921;100;PDPPATV8122414;true
ADE346;100;PDPPATV8122415;true
BDC082;100;PDPPATV8122416;true
BAD439;100;PDPPATV8122417;true
BBD327;100;PDPPATV8122418;true
ACA257;100;PDPPATV8122419;true
BBD258;100;PDPPATV8122420;true
ABA925;100;PDPPATV8122421;true
ADE620;100;PDPPATV8122422;true
BBD259;100;PDPPATV8122423;true
CAB196;100;PDPPATV8122424;true
ADC112;100;PDPPATV8122425;true
BDA035;100;PDPPATV8122426;true
BBD260;100;PDPPATV8122427;true
BBA766;100;PDPPATV8122428;true
ACA239;100;PDPPATV8122429;true
BDA037;100;PDPPATV8122430;true
AED936;100;PDPPATV8122431;true
BAB544;100;PDPPATV8122432;true
BDA038;100;PDPPATV8122433;true
BDA039;100;PDPPATV8122434;true
BDD942;100;PDPPATV8122435;true
BEB861;100;PDPPATV8122436;true
AED596;100;PDPPATV8122437;true
BCC242;100;PDPPATV8122438;true
ACC366;100;PDPPATV8122439;true
BAB007;100;PDPPATV8122440;true
ADE624;100;PDPPATV8122441;true
ACC628;100;PDPPATV8122442;true
ABA779;100;PDPPATV8122443;true
CAB162;100;PDPPATV8122444;true
CAB163;100;PDPPATV8122445;true
CAD553;100;PDPPATV8122446;true
ACA215;100;PDPPATV8122447;true
ADE470;100;PDPPATV8122448;true
CAD554;100;PDPPATV8122449;true
BCE932;100;PDPPATV8122450;true
BDA129;100;PDPPATV8122451;true
CAD763;100;PDPPATV8122452;true
AED925;100;PDPPATV8122453;true
ADC100;100;PDPPATV8122454;true
BEC308;100;PDPPATV8122455;true
ACB024;100;PDPPATV8122456;true
BDA562;100;PDPPATV8122457;true
CAE390;100;PDPPATV8122458;true
AEE727;100;PDPPATV8122459;true
AEA364;100;PDPPATV8122460;true
BEC527;100;PDPPATV8122461;true
BEC309;100;PDPPATV8122462;true
BDA563;100;PDPPATV8122463;true
ACD550;100;PDPPATV8122464;true
ABB524;100;PDPPATV8122465;true
ACC507;100;PDPPATV8122466;true
CAE316;100;PDPPATV8122467;true
BCE784;100;PDPPATV8122468;true
ABA111;100;PDPPATV8122469;true
BDB808;100;PDPPATV8122470;true
BCA067;100;PDPPATV8122471;true
AAA359;100;PDPPATV8122472;true
AAA359;100;PDPPATV8122473;true
CAC881;100;PDPPATV8122474;true
BDB865;100;PDPPATV8122475;true
BAA612;100;PDPPATV8122476;true
BAD126;100;PDPPATV8122477;true
CAC882;100;PDPPATV8122478;true
BBC444;100;PDPPATV8122479;true
ADD757;100;PDPPATV8122480;true
BEC437;100;PDPPATV8122481;true
ABA113;100;PDPPATV8122482;true
ABC730;100;PDPPATV8122483;true
BAB514;100;PDPPATV8122484;true
BCE085;100;PDPPATV8122485;true
BBA474;100;PDPPATV8122486;true
AEA243;100;PDPPATV8122487;true
AED650;100;PDPPATV8122488;true
BCE086;100;PDPPATV8122489;true
ABE964;100;PDPPATV8122490;true
CAC770;100;PDPPATV8122491;true
BBC246;100;PDPPATV8122492;true
ABB548;100;PDPPATV8122493;true
BAA532;100;PDPPATV8122494;true
BEC395;100;PDPPATV8122495;true
ADD758;100;PDPPATV8122496;true
BEC157;100;PDPPATV8122497;true
BEC224;100;PDPPATV8122498;true
BEE205;100;PDPPATV8122499;true
BBD956;100;PDPPATV8122500;true
AEA234;100;PDPPATV8122501;true
BDA665;100;PDPPATV8122502;true
AEE531;100;PDPPATV8122503;true
BCD096;100;PDPPATV8122504;true
AEE532;100;PDPPATV8122505;true
BEC384;100;PDPPATV8122506;true
CAE321;100;PDPPATV8122507;true
ABB529;100;PDPPATV8122508;true
AAE071;100;PDPPATV8122509;true
BAC029;100;PDPPATV8122510;true
ABB530;100;PDPPATV8122511;true
ABB258;100;PDPPATV8122512;true
ACA278;100;PDPPATV8122513;true
BCC615;100;PDPPATV8122514;true
BDE309;100;PDPPATV8122515;true
BCC267;100;PDPPATV8122516;true
ABE937;100;PDPPATV8122517;true
CAA904;100;PDPPATV8122518;true
BDD302;100;PDPPATV8122519;true
BDD958;100;PDPPATV8122520;true
ACE864;100;PDPPATV8122521;true
ABE942;100;PDPPATV8122522;true
ADB801;100;PDPPATV8122523;true
BDE317;100;PDPPATV8122524;true
BCC618;100;PDPPATV8122525;true
ACA280;100;PDPPATV8122526;true
CAB256;100;PDPPATV8122527;true
AAD569;100;PDPPATV8122528;true
ACD371;100;PDPPATV8122529;true
CAE073;100;PDPPATV8122530;true
ABB298;100;PDPPATV8122531;true
ADE990;100;PDPPATV8122532;true
ABC927;100;PDPPATV8122533;true
ADD173;100;PDPPATV8122534;true
BED859;100;PDPPATV8122535;true
BCE783;100;PDPPATV8122536;true
BEB436;100;PDPPATV8122537;true
BCA321;100;PDPPATV8122538;true
BCA325;100;PDPPATV8122539;true
BCA326;100;PDPPATV8122540;true
AEB680;100;PDPPATV8122541;true
BBC999;100;PDPPATV8122542;true
ACE943;100;PDPPATV8122543;true
ACE868;100;PDPPATV8122544;true
CAB210;100;PDPPATV8122545;true
BCA346;100;PDPPATV8122546;true
BED950;100;PDPPATV8122547;true
BDE276;100;PDPPATV8122548;true
ADE347;100;PDPPATV8122549;true
BED952;100;PDPPATV8122550;true
ACC914;100;PDPPATV8122551;true
AAD533;100;PDPPATV8122552;true
BAB187;100;PDPPATV8122553;true
ACC915;100;PDPPATV8122554;true
CAB366;100;PDPPATV8122555;true
BEB460;100;PDPPATV8122556;true
BEB461;100;PDPPATV8122557;true
CAB393;100;PDPPATV8122558;true
ACC539;100;PDPPATV8122559;true
ACE650;100;PDPPATV8122560;true
ABC667;100;PDPPATV8122561;true
AEE115;100;PDPPATV8122562;true
AEB405;100;PDPPATV8122563;true
AAB055;100;PDPPATV8122564;true
BBD050;100;PDPPATV8122565;true
BCA142;100;PDPPATV8122566;true
BCA143;100;PDPPATV8122567;true
ACC563;100;PDPPATV8122568;true
ACA229;100;PDPPATV8122569;true
BCE697;100;PDPPATV8122570;true
ACC425;100;PDPPATV8122571;true
AAD510;100;PDPPATV8122572;true
BCE698;100;PDPPATV8122573;true
BEB354;100;PDPPATV8122574;true
BBC935;100;PDPPATV8122575;true
BDA056;100;PDPPATV8122576;true
CAD633;100;PDPPATV8122577;true
ACA232;100;PDPPATV8122578;true
CAB188;100;PDPPATV8122579;true
BBA831;100;PDPPATV8122580;true
ACC428;100;PDPPATV8122581;true
ADE277;100;PDPPATV8122582;true
ABA593;100;PDPPATV8122583;true
AEE005;100;PDPPATV8122584;true
ABA735;100;PDPPATV8122585;true
BBD072;100;PDPPATV8122586;true
BEB397;100;PDPPATV8122587;true
ACC470;100;PDPPATV8122588;true
BCB464;100;PDPPATV8122589;true
CAD469;100;PDPPATV8122590;true
BBD052;100;PDPPATV8122591;true
ADE398;100;PDPPATV8122592;true
BCE826;100;PDPPATV8122593;true
BCE742;100;PDPPATV8122594;true
BAB420;100;PDPPATV8122595;true
BEB703;100;PDPPATV8122596;true
ADE644;100;PDPPATV8122597;true
BDA573;100;PDPPATV8122598;true
ABB455;100;PDPPATV8122599;true
ADD753;100;PDPPATV8122600;true
ACD328;100;PDPPATV8122601;true
BEC194;100;PDPPATV8122602;true
ABA311;100;PDPPATV8122603;true
CAE238;100;PDPPATV8122604;true
AAD123;100;PDPPATV8122605;true
ACB969;100;PDPPATV8122606;true
BEC306;100;PDPPATV8122607;true
AEA285;100;PDPPATV8122608;true
ABB593;100;PDPPATV8122609;true
AEA156;100;PDPPATV8122610;true
BEC307;100;PDPPATV8122611;true
ADD673;100;PDPPATV8122612;true
BEA863;100;PDPPATV8122613;true
BBC446;100;PDPPATV8122614;true
BAB561;100;PDPPATV8122615;true
BCE131;100;PDPPATV8122616;true
ADD675;100;PDPPATV8122617;true
ABB203;100;PDPPATV8122618;true
ADC895;100;PDPPATV8122619;true
ACB059;100;PDPPATV8122620;true
BBC422;100;PDPPATV8122621;true
BEA878;100;PDPPATV8122622;true
ABA071;100;PDPPATV8122623;true
BAA567;100;PDPPATV8122624;true
BBD866;100;PDPPATV8122625;true
ABB550;100;PDPPATV8122626;true
ACD415;100;PDPPATV8122627;true
BCC590;100;PDPPATV8122628;true
BCC318;100;PDPPATV8122629;true
BCC320;100;PDPPATV8122630;true
BEC152;100;PDPPATV8122631;true
BBD950;100;PDPPATV8122632;true
BAB888;100;PDPPATV8122633;true
BEC473;100;PDPPATV8122634;true
BEE180;100;PDPPATV8122635;true
AEA314;100;PDPPATV8122636;true
BBD951;100;PDPPATV8122637;true
ACB788;100;PDPPATV8122638;true
BAA431;100;PDPPATV8122639;true
BCC587;100;PDPPATV8122640;true
CAB885;100;PDPPATV8122641;true
ADC138;100;PDPPATV8122642;true
AAE163;100;PDPPATV8122643;true
BBA786;100;PDPPATV8122644;true
AEE610;100;PDPPATV8122645;true
BCE029;100;PDPPATV8122646;true
BEC450;100;PDPPATV8122647;true
ACC171;100;PDPPATV8122648;true
ADB102;100;PDPPATV8122649;true
ACC172;100;PDPPATV8122650;true
ABA327;100;PDPPATV8122651;true
ADE004;100;PDPPATV8122652;true
ADE005;100;PDPPATV8122653;true
ADB103;100;PDPPATV8122654;true
AEC894;100;PDPPATV8122655;true
ABE203;100;PDPPATV8122656;true
AAC320;100;PDPPATV8122657;true
AAC463;100;PDPPATV8122658;true
ABE204;100;PDPPATV8122659;true
CAA202;100;PDPPATV8122660;true
BDD275;100;PDPPATV8122661;true
BDD276;100;PDPPATV8122662;true
BCE947;100;PDPPATV8122663;true
BCB376;100;PDPPATV8122664;true
ACC658;100;PDPPATV8122665;true
ADB206;100;PDPPATV8122666;true
BAC010;100;PDPPATV8122667;true
AAC593;100;PDPPATV8122668;true
BCB628;100;PDPPATV8122669;true
ABB756;100;PDPPATV8122670;true
CAD677;100;PDPPATV8122671;true
ADE682;100;PDPPATV8122672;true
CAD468;100;PDPPATV8122673;true
ADE397;100;PDPPATV8122674;true
BBD051;100;PDPPATV8122675;true
BDB946;100;PDPPATV8122676;true
CAE016;100;PDPPATV8122677;true
AEC797;100;PDPPATV8122678;true
AEC798;100;PDPPATV8122679;true
BDA348;100;PDPPATV8122680;true
BDB967;100;PDPPATV8122681;true
BDD171;100;PDPPATV8122682;true
ABA487;100;PDPPATV8122683;true
BEC054;100;PDPPATV8122684;true
BCA023;100;PDPPATV8122685;true
BCA024;100;PDPPATV8122686;true
ADE156;100;PDPPATV8122687;true
BAE690;100;PDPPATV8122688;true
ABE186;100;PDPPATV8122689;true
CAD248;100;PDPPATV8122690;true
AEB303;100;PDPPATV8122691;true
ACE555;100;PDPPATV8122692;true
BCA248;100;PDPPATV8122693;true
BBC731;100;PDPPATV8122694;true
BEB170;100;PDPPATV8122695;true
BEB171;100;PDPPATV8122696;true
BCE526;100;PDPPATV8122697;true
CAD177;100;PDPPATV8122698;true
ADE086;100;PDPPATV8122699;true
ACC244;100;PDPPATV8122700;true
ABA402;100;PDPPATV8122701;true
ACC247;100;PDPPATV8122702;true
ADE630;100;PDPPATV8122703;true
ACC828;100;PDPPATV8122704;true
ABA581;100;PDPPATV8122705;true
BAB272;100;PDPPATV8122706;true
ACC626;100;PDPPATV8122707;true
BEB421;100;PDPPATV8122708;true
BEB370;100;PDPPATV8122709;true
ABA782;100;PDPPATV8122710;true
ACC652;100;PDPPATV8122711;true
BAD469;100;PDPPATV8122712;true
BBE917;100;PDPPATV8122713;true
BED471;100;PDPPATV8122714;true
ABC561;100;PDPPATV8122715;true
BCA351;100;PDPPATV8122716;true
ABC562;100;PDPPATV8122717;true
ABD024;100;PDPPATV8122718;true
BED959;100;PDPPATV8122719;true
BBE911;100;PDPPATV8122720;true
BCE030;100;PDPPATV8122721;true
BDE198;100;PDPPATV8122722;true
BCE032;100;PDPPATV8122723;true
BAB960;100;PDPPATV8122724;true
CAB128;100;PDPPATV8122725;true
AEA295;100;PDPPATV8122726;true
ABB600;100;PDPPATV8122727;true
AEA296;100;PDPPATV8122728;true
ACD474;100;PDPPATV8122729;true
ABB603;100;PDPPATV8122730;true
AAD467;100;PDPPATV8122731;true
BAC048;100;PDPPATV8122732;true
ABB557;100;PDPPATV8122733;true
AEA249;100;PDPPATV8122734;true
BBD869;100;PDPPATV8122735;true
BBC396;100;PDPPATV8122736;true
BBD825;100;PDPPATV8122737;true
CAB968;100;PDPPATV8122738;true
ACD374;100;PDPPATV8122739;true
ACD375;100;PDPPATV8122740;true
CAC859;100;PDPPATV8122741;true
BAA579;100;PDPPATV8122742;true
ACD376;100;PDPPATV8122743;true
BEA835;100;PDPPATV8122744;true
CAC861;100;PDPPATV8122745;true
ADD726;100;PDPPATV8122746;true
BAE850;100;PDPPATV8122747;true
AEB890;100;PDPPATV8122748;true
BDA630;100;PDPPATV8122749;true
AAB488;100;PDPPATV8122750;true
BAC049;100;PDPPATV8122751;true
ADA149;100;PDPPATV8122752;true
BEB993;100;PDPPATV8122753;true
ACD063;100;PDPPATV8122754;true
BDA326;100;PDPPATV8122755;true
BBD536;100;PDPPATV8122756;true
