plateRS;parkingIdRS;uniqueIDRS;makeAutomaticPaymentRS
BAB385;100;PDPEV27082599;true
AAC501;100;PDPEV27082600;true
BBD229;100;PDPEV27082601;true
ABA896;100;PDPEV27082602;true
ACC744;100;PDPEV27082603;true
ABE220;100;PDPEV27082604;true
AEA053;100;PDPEV27082605;true
AEA054;100;PDPEV27082606;true
AEC908;100;PDPEV27082607;true
BAE714;100;PDPEV27082608;true
BBD682;100;PDPEV27082609;true
ADB122;100;PDPEV27082610;true
CAA242;100;PDPEV27082611;true
ABE230;100;PDPEV27082612;true
BCB552;100;PDPEV27082613;true
ADB153;100;PDPEV27082614;true
AEC943;100;PDPEV27082615;true
CAA162;100;PDPEV27082616;true
AED018;100;PDPEV27082617;true
BAE830;100;PDPEV27082618;true
AAD268;100;PDPEV27082619;true
ACE861;100;PDPEV27082620;true
AED676;100;PDPEV27082621;true
BDE004;100;PDPEV27082622;true
BDE005;100;PDPEV27082623;true
ABC915;100;PDPEV27082624;true
BBA526;100;PDPEV27082625;true
BCC341;100;PDPEV27082626;true
ACC673;100;PDPEV27082627;true
BAB317;100;PDPEV27082628;true
BCA785;100;PDPEV27082629;true
BDC030;100;PDPEV27082630;true
BEB593;100;PDPEV27082631;true
BCE961;100;PDPEV27082632;true
AAB148;100;PDPEV27082633;true
BEB924;100;PDPEV27082634;true
BEB925;100;PDPEV27082635;true
AEB567;100;PDPEV27082636;true
CAD814;100;PDPEV27082637;true
BED832;100;PDPEV27082638;true
BDA241;100;PDPEV27082639;true
ABC892;100;PDPEV27082640;true
BED833;100;PDPEV27082641;true
BAB555;100;PDPEV27082642;true
ADE820;100;PDPEV27082643;true
BBC340;100;PDPEV27082644;true
BBA505;100;PDPEV27082645;true
BBD156;100;PDPEV27082646;true
ADB860;100;PDPEV27082647;true
ACC676;100;PDPEV27082648;true
ABA812;100;PDPEV27082649;true
BBD157;100;PDPEV27082650;true
AED674;100;PDPEV27082651;true
AED675;100;PDPEV27082652;true
BCA454;100;PDPEV27082653;true
BCC591;100;PDPEV27082654;true
BDE284;100;PDPEV27082655;true
BCC592;100;PDPEV27082656;true
ADC142;100;PDPEV27082657;true
BEB511;100;PDPEV27082658;true
BEB512;100;PDPEV27082659;true
CAB220;100;PDPEV27082660;true
AAD546;100;PDPEV27082661;true
BCA509;100;PDPEV27082662;true
BDE111;100;PDPEV27082663;true
BED919;100;PDPEV27082664;true
BAD042;100;PDPEV27082665;true
ABC591;100;PDPEV27082666;true
ABC592;100;PDPEV27082667;true
AEB564;100;PDPEV27082668;true
AEA068;100;PDPEV27082669;true
BEA824;100;PDPEV27082670;true
BCE156;100;PDPEV27082671;true
AEB956;100;PDPEV27082672;true
BAD724;100;PDPEV27082673;true
BAD725;100;PDPEV27082674;true
AEB957;100;PDPEV27082675;true
AAB619;100;PDPEV27082676;true
ABA364;100;PDPEV27082677;true
ACB922;100;PDPEV27082678;true
BCE157;100;PDPEV27082679;true
BAA849;100;PDPEV27082680;true
ACC212;100;PDPEV27082681;true
BEC046;100;PDPEV27082682;true
BAB848;100;PDPEV27082683;true
BEC665;100;PDPEV27082684;true
CAE344;100;PDPEV27082685;true
BAD786;100;PDPEV27082686;true
ABD362;100;PDPEV27082687;true
BAD787;100;PDPEV27082688;true
ABB565;100;PDPEV27082689;true
BCA676;100;PDPEV27082690;true
BBE183;100;PDPEV27082691;true
BCC746;100;PDPEV27082692;true
BBB089;100;PDPEV27082693;true
CAA634;100;PDPEV27082694;true
BAA074;100;PDPEV27082695;true
CAC337;100;PDPEV27082696;true
BEA333;100;PDPEV27082697;true
BEA335;100;PDPEV27082698;true
BCC946;100;PDPEV27082699;true
BAD686;100;PDPEV27082700;true
BEC739;100;PDPEV27082701;true
BAC402;100;PDPEV27082702;true
AEE294;100;PDPEV27082703;true
BBB967;100;PDPEV27082704;true
BDB129;100;PDPEV27082705;true
CAC420;100;PDPEV27082706;true
BEE029;100;PDPEV27082707;true
BCA424;100;PDPEV27082708;true
AAB340;100;PDPEV27082709;true
ADA022;100;PDPEV27082710;true
AAB341;100;PDPEV27082711;true
ABD176;100;PDPEV27082712;true
AAB438;100;PDPEV27082713;true
AEB875;100;PDPEV27082714;true
BAD646;100;PDPEV27082715;true
BCA534;100;PDPEV27082716;true
BDC373;100;PDPEV27082717;true
ADB233;100;PDPEV27082718;true
BCB579;100;PDPEV27082719;true
ABE255;100;PDPEV27082720;true
BAB342;100;PDPEV27082721;true
BEC192;100;PDPEV27082722;true
ADD562;100;PDPEV27082723;true
BDA469;100;PDPEV27082724;true
BAB829;100;PDPEV27082725;true
AAE922;100;PDPEV27082726;true
ACC713;100;PDPEV27082727;true
BBE913;100;PDPEV27082728;true
BBA532;100;PDPEV27082729;true
BAB359;100;PDPEV27082730;true
ACC270;100;PDPEV27082731;true
ABA559;100;PDPEV27082732;true
ABA864;100;PDPEV27082733;true
BBC846;100;PDPEV27082734;true
BAA976;100;PDPEV27082735;true
ABA387;100;PDPEV27082736;true
BEB154;100;PDPEV27082737;true
AEA399;100;PDPEV27082738;true
BEB196;100;PDPEV27082739;true
BEB638;100;PDPEV27082740;true
CAE499;100;PDPEV27082741;true
BEB213;100;PDPEV27082742;true
ADE515;100;PDPEV27082743;true
BED789;100;PDPEV27082744;true
ACE486;100;PDPEV27082745;true
BCE631;100;PDPEV27082746;true
BAD004;100;PDPEV27082747;true
BEB214;100;PDPEV27082748;true
ACE869;100;PDPEV27082749;true
BCE864;100;PDPEV27082750;true
BAA421;100;PDPEV27082751;true
CAD504;100;PDPEV27082752;true
BAA423;100;PDPEV27082753;true
CAC702;100;PDPEV27082754;true
CAD513;100;PDPEV27082755;true
BBD093;100;PDPEV27082756;true
BBD136;100;PDPEV27082757;true
BEB577;100;PDPEV27082758;true
BBD137;100;PDPEV27082759;true
BCE874;100;PDPEV27082760;true
BEB578;100;PDPEV27082761;true
BBD094;100;PDPEV27082762;true
BEB579;100;PDPEV27082763;true
BDA025;100;PDPEV27082764;true
BBD096;100;PDPEV27082765;true
ABB033;100;PDPEV27082766;true
BBD833;100;PDPEV27082767;true
ADE699;100;PDPEV27082768;true
BDA640;100;PDPEV27082769;true
BAB560;100;PDPEV27082770;true
CAC381;100;PDPEV27082771;true
BAB562;100;PDPEV27082772;true
BAD408;100;PDPEV27082773;true
BED892;100;PDPEV27082774;true
BBD445;100;PDPEV27082775;true
ACE896;100;PDPEV27082776;true
BAB630;100;PDPEV27082777;true
ADE869;100;PDPEV27082778;true
BAB631;100;PDPEV27082779;true
BAB633;100;PDPEV27082780;true
ABC963;100;PDPEV27082781;true
BAB995;100;PDPEV27082782;true
ABB181;100;PDPEV27082783;true
CAD211;100;PDPEV27082784;true
BAA924;100;PDPEV27082785;true
ADB733;100;PDPEV27082786;true
BDA384;100;PDPEV27082787;true
ADE971;100;PDPEV27082788;true
CAE052;100;PDPEV27082789;true
ADE973;100;PDPEV27082790;true
AAB415;100;PDPEV27082791;true
ACB913;100;PDPEV27082792;true
BCE147;100;PDPEV27082793;true
BCE148;100;PDPEV27082794;true
ACD055;100;PDPEV27082795;true
BEC417;100;PDPEV27082796;true
ABA054;100;PDPEV27082797;true
BCC346;100;PDPEV27082798;true
