plateRSSE;parkingIdRSSE;uniqueIDRSSE;makeAutomaticPaymentRSSE
ACC691;100;PDPPSSEV8122090;true
BDB973;100;PDPPSSEV8122091;true
BEB209;100;PDPPSSEV8122092;true
BBC584;100;PDPPSSEV8122093;true
CAC164;100;PDPPSSEV8122094;true
BCE374;100;PDPPSSEV8122095;true
BEB235;100;PDPPSSEV8122096;true
BBB591;100;PDPPSSEV8122097;true
CAC061;100;PDPPSSEV8122098;true
BBC277;100;PDPPSSEV8122099;true
BCE052;100;PDPPSSEV8122100;true
BBB594;100;PDPPSSEV8122101;true
BBC280;100;PDPPSSEV8122102;true
BBB596;100;PDPPSSEV8122103;true
BBC281;100;PDPPSSEV8122104;true
AAE345;100;PDPPSSEV8122105;true
CAC890;100;PDPPSSEV8122106;true
BBC454;100;PDPPSSEV8122107;true
CAE256;100;PDPPSSEV8122108;true
BAB930;100;PDPPSSEV8122109;true
ACD160;100;PDPPSSEV8122110;true
BEE224;100;PDPPSSEV8122111;true
BDC345;100;PDPPSSEV8122112;true
BEC102;100;PDPPSSEV8122113;true
ACD161;100;PDPPSSEV8122114;true
ADA186;100;PDPPSSEV8122115;true
ABB291;100;PDPPSSEV8122116;true
BBD609;100;PDPPSSEV8122117;true
ADA131;100;PDPPSSEV8122118;true
BEE142;100;PDPPSSEV8122119;true
BAD638;100;PDPPSSEV8122120;true
ABE962;100;PDPPSSEV8122121;true
ABE963;100;PDPPSSEV8122122;true
BAA454;100;PDPPSSEV8122123;true
BEA877;100;PDPPSSEV8122124;true
CAA418;100;PDPPSSEV8122125;true
AAB236;100;PDPPSSEV8122126;true
ADD603;100;PDPPSSEV8122127;true
AAE967;100;PDPPSSEV8122128;true
BCC165;100;PDPPSSEV8122129;true
AAB669;100;PDPPSSEV8122130;true
BAD836;100;PDPPSSEV8122131;true
ADA301;100;PDPPSSEV8122132;true
ACA806;100;PDPPSSEV8122133;true
BAC475;100;PDPPSSEV8122134;true
CAB772;100;PDPPSSEV8122135;true
AEB415;100;PDPPSSEV8122136;true
BCA070;100;PDPPSSEV8122137;true
ABD409;100;PDPPSSEV8122138;true
AAA973;100;PDPPSSEV8122139;true
AAE045;100;PDPPSSEV8122140;true
BBB309;100;PDPPSSEV8122141;true
BCC747;100;PDPPSSEV8122142;true
ACD770;100;PDPPSSEV8122143;true
BDE569;100;PDPPSSEV8122144;true
BAD553;100;PDPPSSEV8122145;true
BEE050;100;PDPPSSEV8122146;true
ADB510;100;PDPPSSEV8122147;true
BCB965;100;PDPPSSEV8122148;true
ADB511;100;PDPPSSEV8122149;true
BCB966;100;PDPPSSEV8122150;true
ADB588;100;PDPPSSEV8122151;true
ADB589;100;PDPPSSEV8122152;true
ABE747;100;PDPPSSEV8122153;true
BBA269;100;PDPPSSEV8122154;true
AAD011;100;PDPPSSEV8122155;true
ABE749;100;PDPPSSEV8122156;true
BCD007;100;PDPPSSEV8122157;true
ADC620;100;PDPPSSEV8122158;true
CAB715;100;PDPPSSEV8122159;true
CAB716;100;PDPPSSEV8122160;true
ADC623;100;PDPPSSEV8122161;true
CAB742;100;PDPPSSEV8122162;true
ADD394;100;PDPPSSEV8122163;true
BCA632;100;PDPPSSEV8122164;true
BEE276;100;PDPPSSEV8122165;true
AEB987;100;PDPPSSEV8122166;true
BAE858;100;PDPPSSEV8122167;true
ADB234;100;PDPPSSEV8122168;true
ABE350;100;PDPPSSEV8122169;true
BAE540;100;PDPPSSEV8122170;true
AAC653;100;PDPPSSEV8122171;true
ABE378;100;PDPPSSEV8122172;true
BBD755;100;PDPPSSEV8122173;true
AEA150;100;PDPPSSEV8122174;true
CAA372;100;PDPPSSEV8122175;true
AED055;100;PDPPSSEV8122176;true
BCB686;100;PDPPSSEV8122177;true
CAA341;100;PDPPSSEV8122178;true
CAE230;100;PDPPSSEV8122179;true
BAE615;100;PDPPSSEV8122180;true
ADB032;100;PDPPSSEV8122181;true
ACB303;100;PDPPSSEV8122182;true
BCB656;100;PDPPSSEV8122183;true
ABB437;100;PDPPSSEV8122184;true
AEC893;100;PDPPSSEV8122185;true
BDD305;100;PDPPSSEV8122186;true
AAC461;100;PDPPSSEV8122187;true
BAE854;100;PDPPSSEV8122188;true
BAE855;100;PDPPSSEV8122189;true
ABE345;100;PDPPSSEV8122190;true
ADE587;100;PDPPSSEV8122191;true
BED792;100;PDPPSSEV8122192;true
BDB991;100;PDPPSSEV8122193;true
BAD476;100;PDPPSSEV8122194;true
AED927;100;PDPPSSEV8122195;true
BDC117;100;PDPPSSEV8122196;true
BAA418;100;PDPPSSEV8122197;true
ACE809;100;PDPPSSEV8122198;true
AEB538;100;PDPPSSEV8122199;true
ADD566;100;PDPPSSEV8122200;true
BEB656;100;PDPPSSEV8122201;true
BAB322;100;PDPPSSEV8122202;true
BEB669;100;PDPPSSEV8122203;true
BAB396;100;PDPPSSEV8122204;true
BAA869;100;PDPPSSEV8122205;true
BBD217;100;PDPPSSEV8122206;true
ACC897;100;PDPPSSEV8122207;true
CAD153;100;PDPPSSEV8122208;true
ADE066;100;PDPPSSEV8122209;true
ADE048;100;PDPPSSEV8122210;true
BBC691;100;PDPPSSEV8122211;true
BEB442;100;PDPPSSEV8122212;true
ACC515;100;PDPPSSEV8122213;true
ADE357;100;PDPPSSEV8122214;true
ADE049;100;PDPPSSEV8122215;true
BAA848;100;PDPPSSEV8122216;true
BAA870;100;PDPPSSEV8122217;true
BBD006;100;PDPPSSEV8122218;true
AAB710;100;PDPPSSEV8122219;true
BAD399;100;PDPPSSEV8122220;true
BCB344;100;PDPPSSEV8122221;true
AEB624;100;PDPPSSEV8122222;true
BAD400;100;PDPPSSEV8122223;true
BDA218;100;PDPPSSEV8122224;true
BCA247;100;PDPPSSEV8122225;true
AEB592;100;PDPPSSEV8122226;true
AEB593;100;PDPPSSEV8122227;true
BCA273;100;PDPPSSEV8122228;true
BAD401;100;PDPPSSEV8122229;true
BED854;100;PDPPSSEV8122230;true
BDC031;100;PDPPSSEV8122231;true
ADE157;100;PDPPSSEV8122232;true
AAB166;100;PDPPSSEV8122233;true
BDA235;100;PDPPSSEV8122234;true
BAB582;100;PDPPSSEV8122235;true
BAD402;100;PDPPSSEV8122236;true
ABC958;100;PDPPSSEV8122237;true
BBC987;100;PDPPSSEV8122238;true
BEB919;100;PDPPSSEV8122239;true
ACE894;100;PDPPSSEV8122240;true
BBD454;100;PDPPSSEV8122241;true
BEB920;100;PDPPSSEV8122242;true
BAB584;100;PDPPSSEV8122243;true
BAB585;100;PDPPSSEV8122244;true
AAB229;100;PDPPSSEV8122245;true
BCE059;100;PDPPSSEV8122246;true
BCE060;100;PDPPSSEV8122247;true
BBC285;100;PDPPSSEV8122248;true
BAA457;100;PDPPSSEV8122249;true
BAA458;100;PDPPSSEV8122250;true
BDA643;100;PDPPSSEV8122251;true
ADB821;100;PDPPSSEV8122252;true
ACC376;100;PDPPSSEV8122253;true
BEB301;100;PDPPSSEV8122254;true
ADB937;100;PDPPSSEV8122255;true
BEC145;100;PDPPSSEV8122256;true
ACA075;100;PDPPSSEV8122257;true
BDA322;100;PDPPSSEV8122258;true
ADD855;100;PDPPSSEV8122259;true
ACC046;100;PDPPSSEV8122260;true
BEE268;100;PDPPSSEV8122261;true
BBC976;100;PDPPSSEV8122262;true
BEC019;100;PDPPSSEV8122263;true
ABA637;100;PDPPSSEV8122264;true
BAD778;100;PDPPSSEV8122265;true
BCA566;100;PDPPSSEV8122266;true
ABB220;100;PDPPSSEV8122267;true
CAD988;100;PDPPSSEV8122268;true
ABB221;100;PDPPSSEV8122269;true
AEB894;100;PDPPSSEV8122270;true
ACC486;100;PDPPSSEV8122271;true
CAD304;100;PDPPSSEV8122272;true
BBC887;100;PDPPSSEV8122273;true
BAB018;100;PDPPSSEV8122274;true
ADE200;100;PDPPSSEV8122275;true
BCA567;100;PDPPSSEV8122276;true
BAD673;100;PDPPSSEV8122277;true
BDC209;100;PDPPSSEV8122278;true
ABD339;100;PDPPSSEV8122279;true
BAD764;100;PDPPSSEV8122280;true
CAC575;100;PDPPSSEV8122281;true
BBC100;100;PDPPSSEV8122282;true
BCA654;100;PDPPSSEV8122283;true
BAA296;100;PDPPSSEV8122284;true
BEE279;100;PDPPSSEV8122285;true
CAC277;100;PDPPSSEV8122286;true
BBB821;100;PDPPSSEV8122287;true
BAD732;100;PDPPSSEV8122288;true
ABD084;100;PDPPSSEV8122289;true
ADA237;100;PDPPSSEV8122290;true
BCA656;100;PDPPSSEV8122291;true
AEB749;100;PDPPSSEV8122292;true
BEE381;100;PDPPSSEV8122293;true
BCA428;100;PDPPSSEV8122294;true
BCA429;100;PDPPSSEV8122295;true
BEE033;100;PDPPSSEV8122296;true
AEB898;100;PDPPSSEV8122297;true
BEE187;100;PDPPSSEV8122298;true
BCA802;100;PDPPSSEV8122299;true
AEC133;100;PDPPSSEV8122300;true
AAB737;100;PDPPSSEV8122301;true
AEC134;100;PDPPSSEV8122302;true
AEB902;100;PDPPSSEV8122303;true
BCA803;100;PDPPSSEV8122304;true
AAB505;100;PDPPSSEV8122305;true
AEC135;100;PDPPSSEV8122306;true
BBB783;100;PDPPSSEV8122307;true
BAA419;100;PDPPSSEV8122308;true
ACB778;100;PDPPSSEV8122309;true
ACD082;100;PDPPSSEV8122310;true
AAB282;100;PDPPSSEV8122311;true
ABA576;100;PDPPSSEV8122312;true
BDA019;100;PDPPSSEV8122313;true
BAA420;100;PDPPSSEV8122314;true
ADE589;100;PDPPSSEV8122315;true
ADE584;100;PDPPSSEV8122316;true
CAC698;100;PDPPSSEV8122317;true
BCE025;100;PDPPSSEV8122318;true
ADE586;100;PDPPSSEV8122319;true
BCA206;100;PDPPSSEV8122320;true
ACA099;100;PDPPSSEV8122321;true
ABC868;100;PDPPSSEV8122322;true
BED790;100;PDPPSSEV8122323;true
AAB279;100;PDPPSSEV8122324;true
BBA631;100;PDPPSSEV8122325;true
BCC436;100;PDPPSSEV8122326;true
ACE960;100;PDPPSSEV8122327;true
BED791;100;PDPPSSEV8122328;true
AEB537;100;PDPPSSEV8122329;true
AAE926;100;PDPPSSEV8122330;true
BCA209;100;PDPPSSEV8122331;true
ABA820;100;PDPPSSEV8122332;true
BEB600;100;PDPPSSEV8122333;true
BDE252;100;PDPPSSEV8122334;true
BAD307;100;PDPPSSEV8122335;true
AAB280;100;PDPPSSEV8122336;true
BBD147;100;PDPPSSEV8122337;true
ACC873;100;PDPPSSEV8122338;true
BBC710;100;PDPPSSEV8122339;true
ABA380;100;PDPPSSEV8122340;true
ABC587;100;PDPPSSEV8122341;true
ACC874;100;PDPPSSEV8122342;true
ADE730;100;PDPPSSEV8122343;true
AEB560;100;PDPPSSEV8122344;true
ABB038;100;PDPPSSEV8122345;true
AEB275;100;PDPPSSEV8122346;true
ACD003;100;PDPPSSEV8122347;true
BBD457;100;PDPPSSEV8122348;true
BBD458;100;PDPPSSEV8122349;true
BCA319;100;PDPPSSEV8122350;true
ABC620;100;PDPPSSEV8122351;true
CAD880;100;PDPPSSEV8122352;true
BAD061;100;PDPPSSEV8122353;true
BBD459;100;PDPPSSEV8122354;true
ABB144;100;PDPPSSEV8122355;true
ADE818;100;PDPPSSEV8122356;true
BDA239;100;PDPPSSEV8122357;true
ABC893;100;PDPPSSEV8122358;true
BAB376;100;PDPPSSEV8122359;true
BAB377;100;PDPPSSEV8122360;true
ACB448;100;PDPPSSEV8122361;true
BCA242;100;PDPPSSEV8122362;true
BBD115;100;PDPPSSEV8122363;true
BAB634;100;PDPPSSEV8122364;true
BBC242;100;PDPPSSEV8122365;true
ADD571;100;PDPPSSEV8122366;true
CAC703;100;PDPPSSEV8122367;true
ADD572;100;PDPPSSEV8122368;true
ACB781;100;PDPPSSEV8122369;true
BED893;100;PDPPSSEV8122370;true
BEC284;100;PDPPSSEV8122371;true
AEB596;100;PDPPSSEV8122372;true
ACE865;100;PDPPSSEV8122373;true
BCA303;100;PDPPSSEV8122374;true
BED894;100;PDPPSSEV8122375;true
CAE448;100;PDPPSSEV8122376;true
BAC152;100;PDPPSSEV8122377;true
ABC920;100;PDPPSSEV8122378;true
ABC964;100;PDPPSSEV8122379;true
AEB597;100;PDPPSSEV8122380;true
BDC056;100;PDPPSSEV8122381;true
BBE010;100;PDPPSSEV8122382;true
BCA297;100;PDPPSSEV8122383;true
BED896;100;PDPPSSEV8122384;true
BDA290;100;PDPPSSEV8122385;true
ACD553;100;PDPPSSEV8122386;true
CAE468;100;PDPPSSEV8122387;true
ABC966;100;PDPPSSEV8122388;true
ACE891;100;PDPPSSEV8122389;true
ABC967;100;PDPPSSEV8122390;true
ADE300;100;PDPPSSEV8122391;true
AAB402;100;PDPPSSEV8122392;true
AEB806;100;PDPPSSEV8122393;true
CAD385;100;PDPPSSEV8122394;true
ABB205;100;PDPPSSEV8122395;true
BDA311;100;PDPPSSEV8122396;true
BBB871;100;PDPPSSEV8122397;true
BAB133;100;PDPPSSEV8122398;true
BEC005;100;PDPPSSEV8122399;true
CAC360;100;PDPPSSEV8122400;true
BBC982;100;PDPPSSEV8122401;true
ABA645;100;PDPPSSEV8122402;true
BBC511;100;PDPPSSEV8122403;true
ABB674;100;PDPPSSEV8122404;true
ADD852;100;PDPPSSEV8122405;true
ACB592;100;PDPPSSEV8122406;true
BDA367;100;PDPPSSEV8122407;true
BAA614;100;PDPPSSEV8122408;true
ABA115;100;PDPPSSEV8122409;true
ADD760;100;PDPPSSEV8122410;true
CAE032;100;PDPPSSEV8122411;true
ADD519;100;PDPPSSEV8122412;true
ADD520;100;PDPPSSEV8122413;true
ABA116;100;PDPPSSEV8122414;true
BEA864;100;PDPPSSEV8122415;true
BDA368;100;PDPPSSEV8122416;true
ACB728;100;PDPPSSEV8122417;true
ADE956;100;PDPPSSEV8122418;true
ADD761;100;PDPPSSEV8122419;true
BEA251;100;PDPPSSEV8122420;true
BEA344;100;PDPPSSEV8122421;true
BAA246;100;PDPPSSEV8122422;true
ACB575;100;PDPPSSEV8122423;true
BBC049;100;PDPPSSEV8122424;true
BAA247;100;PDPPSSEV8122425;true
CAC348;100;PDPPSSEV8122426;true
BAA090;100;PDPPSSEV8122427;true
BAA265;100;PDPPSSEV8122428;true
AAE772;100;PDPPSSEV8122429;true
BAA266;100;PDPPSSEV8122430;true
BAA091;100;PDPPSSEV8122431;true
ACB405;100;PDPPSSEV8122432;true
BAA092;100;PDPPSSEV8122433;true
BBB899;100;PDPPSSEV8122434;true
BAA267;100;PDPPSSEV8122435;true
BCD647;100;PDPPSSEV8122436;true
BEA536;100;PDPPSSEV8122437;true
ACB356;100;PDPPSSEV8122438;true
ADD390;100;PDPPSSEV8122439;true
BBB838;100;PDPPSSEV8122440;true
CAC302;100;PDPPSSEV8122441;true
BAA268;100;PDPPSSEV8122442;true
BAA030;100;PDPPSSEV8122443;true
BBC073;100;PDPPSSEV8122444;true
BAA269;100;PDPPSSEV8122445;true
BCD594;100;PDPPSSEV8122446;true
BBC074;100;PDPPSSEV8122447;true
BAA198;100;PDPPSSEV8122448;true
BBC009;100;PDPPSSEV8122449;true
BEA539;100;PDPPSSEV8122450;true
BBC076;100;PDPPSSEV8122451;true
CAC544;100;PDPPSSEV8122452;true
ADD378;100;PDPPSSEV8122453;true
BEA540;100;PDPPSSEV8122454;true
AAE759;100;PDPPSSEV8122455;true
ACB594;100;PDPPSSEV8122456;true
ADD379;100;PDPPSSEV8122457;true
BBC053;100;PDPPSSEV8122458;true
ACB538;100;PDPPSSEV8122459;true
BCC823;100;PDPPSSEV8122460;true
CAD761;100;PDPPSSEV8122461;true
BAB485;100;PDPPSSEV8122462;true
BDB749;100;PDPPSSEV8122463;true
ACA500;100;PDPPSSEV8122464;true
ABC588;100;PDPPSSEV8122465;true
BBC807;100;PDPPSSEV8122466;true
AAA833;100;PDPPSSEV8122467;true
AEE212;100;PDPPSSEV8122468;true
AEB378;100;PDPPSSEV8122469;true
BEB236;100;PDPPSSEV8122470;true
BEB799;100;PDPPSSEV8122471;true
BDB837;100;PDPPSSEV8122472;true
AAA930;100;PDPPSSEV8122473;true
ABC697;100;PDPPSSEV8122474;true
BCA030;100;PDPPSSEV8122475;true
BDB838;100;PDPPSSEV8122476;true
BED592;100;PDPPSSEV8122477;true
BBC808;100;PDPPSSEV8122478;true
BEB863;100;PDPPSSEV8122479;true
BDB840;100;PDPPSSEV8122480;true
BEB864;100;PDPPSSEV8122481;true
ABC698;100;PDPPSSEV8122482;true
BBC628;100;PDPPSSEV8122483;true
BCE417;100;PDPPSSEV8122484;true
ABC722;100;PDPPSSEV8122485;true
BCE960;100;PDPPSSEV8122486;true
ABE996;100;PDPPSSEV8122487;true
BED852;100;PDPPSSEV8122488;true
ACC837;100;PDPPSSEV8122489;true
ACC838;100;PDPPSSEV8122490;true
BBE013;100;PDPPSSEV8122491;true
BBD496;100;PDPPSSEV8122492;true
BED881;100;PDPPSSEV8122493;true
AAB196;100;PDPPSSEV8122494;true
ADE035;100;PDPPSSEV8122495;true
ADE036;100;PDPPSSEV8122496;true
AEA367;100;PDPPSSEV8122497;true
ACD554;100;PDPPSSEV8122498;true
BAC169;100;PDPPSSEV8122499;true
BAD394;100;PDPPSSEV8122500;true
BBC676;100;PDPPSSEV8122501;true
ADE038;100;PDPPSSEV8122502;true
BBD497;100;PDPPSSEV8122503;true
ACC194;100;PDPPSSEV8122504;true
ACD053;100;PDPPSSEV8122505;true
AEA369;100;PDPPSSEV8122506;true
BCE482;100;PDPPSSEV8122507;true
CAB168;100;PDPPSSEV8122508;true
BDE232;100;PDPPSSEV8122509;true
BDE233;100;PDPPSSEV8122510;true
AAD492;100;PDPPSSEV8122511;true
BBA741;100;PDPPSSEV8122512;true
BCE486;100;PDPPSSEV8122513;true
ACB895;100;PDPPSSEV8122514;true
CAC813;100;PDPPSSEV8122515;true
ABA036;100;PDPPSSEV8122516;true
CAC814;100;PDPPSSEV8122517;true
BCE123;100;PDPPSSEV8122518;true
CAD250;100;PDPPSSEV8122519;true
AAD596;100;PDPPSSEV8122520;true
BEB257;100;PDPPSSEV8122521;true
BBA834;100;PDPPSSEV8122522;true
ACA309;100;PDPPSSEV8122523;true
ADE181;100;PDPPSSEV8122524;true
BEB278;100;PDPPSSEV8122525;true
ACE812;100;PDPPSSEV8122526;true
BED794;100;PDPPSSEV8122527;true
BED827;100;PDPPSSEV8122528;true
BCA240;100;PDPPSSEV8122529;true
BBD582;100;PDPPSSEV8122530;true
CAA301;100;PDPPSSEV8122531;true
BDE663;100;PDPPSSEV8122532;true
BCC110;100;PDPPSSEV8122533;true
BDE553;100;PDPPSSEV8122534;true
BCC892;100;PDPPSSEV8122535;true
BCA577;100;PDPPSSEV8122536;true
AEE412;100;PDPPSSEV8122537;true
BBB259;100;PDPPSSEV8122538;true
AEE396;100;PDPPSSEV8122539;true
ABB852;100;PDPPSSEV8122540;true
BCD024;100;PDPPSSEV8122541;true
ACA750;100;PDPPSSEV8122542;true
ADC425;100;PDPPSSEV8122543;true
BEC770;100;PDPPSSEV8122544;true
BCE291;100;PDPPSSEV8122545;true
ADD522;100;PDPPSSEV8122546;true
ACB729;100;PDPPSSEV8122547;true
BDE442;100;PDPPSSEV8122548;true
AED475;100;PDPPSSEV8122549;true
BEA643;100;PDPPSSEV8122550;true
BAA379;100;PDPPSSEV8122551;true
BEA644;100;PDPPSSEV8122552;true
BAA696;100;PDPPSSEV8122553;true
BAA380;100;PDPPSSEV8122554;true
ACD134;100;PDPPSSEV8122555;true
ABD245;100;PDPPSSEV8122556;true
BBE196;100;PDPPSSEV8122557;true
BBE239;100;PDPPSSEV8122558;true
ACA523;100;PDPPSSEV8122559;true
BCC863;100;PDPPSSEV8122560;true
ADC537;100;PDPPSSEV8122561;true
AAA109;100;PDPPSSEV8122562;true
AAE002;100;PDPPSSEV8122563;true
BBD438;100;PDPPSSEV8122564;true
BBB150;100;PDPPSSEV8122565;true
ACD135;100;PDPPSSEV8122566;true
CAC545;100;PDPPSSEV8122567;true
ACD438;100;PDPPSSEV8122568;true
ABB569;100;PDPPSSEV8122569;true
BEB480;100;PDPPSSEV8122570;true
BBD045;100;PDPPSSEV8122571;true
AEC939;100;PDPPSSEV8122572;true
AAC528;100;PDPPSSEV8122573;true
AAC355;100;PDPPSSEV8122574;true
BDD155;100;PDPPSSEV8122575;true
BDD291;100;PDPPSSEV8122576;true
BAE724;100;PDPPSSEV8122577;true
BCB550;100;PDPPSSEV8122578;true
ABA795;100;PDPPSSEV8122579;true
BAE758;100;PDPPSSEV8122580;true
BDD328;100;PDPPSSEV8122581;true
BAE759;100;PDPPSSEV8122582;true
BAB385;100;PDPPSSEV8122583;true
AAC501;100;PDPPSSEV8122584;true
BBD229;100;PDPPSSEV8122585;true
ABA896;100;PDPPSSEV8122586;true
ACC744;100;PDPPSSEV8122587;true
ABE220;100;PDPPSSEV8122588;true
AEA053;100;PDPPSSEV8122589;true
AEA054;100;PDPPSSEV8122590;true
AEC908;100;PDPPSSEV8122591;true
BAE714;100;PDPPSSEV8122592;true
BBD682;100;PDPPSSEV8122593;true
ADB122;100;PDPPSSEV8122594;true
CAA242;100;PDPPSSEV8122595;true
ABE230;100;PDPPSSEV8122596;true
BCB552;100;PDPPSSEV8122597;true
ADB153;100;PDPPSSEV8122598;true
AEC943;100;PDPPSSEV8122599;true
CAA162;100;PDPPSSEV8122600;true
AED018;100;PDPPSSEV8122601;true
BAE830;100;PDPPSSEV8122602;true
AAD268;100;PDPPSSEV8122603;true
ACE861;100;PDPPSSEV8122604;true
AED676;100;PDPPSSEV8122605;true
BDE004;100;PDPPSSEV8122606;true
BDE005;100;PDPPSSEV8122607;true
ABC915;100;PDPPSSEV8122608;true
BBA526;100;PDPPSSEV8122609;true
BCC341;100;PDPPSSEV8122610;true
ACC673;100;PDPPSSEV8122611;true
BAB317;100;PDPPSSEV8122612;true
BCA785;100;PDPPSSEV8122613;true
BDC030;100;PDPPSSEV8122614;true
BEB593;100;PDPPSSEV8122615;true
BCE961;100;PDPPSSEV8122616;true
AAB148;100;PDPPSSEV8122617;true
BEB924;100;PDPPSSEV8122618;true
BEB925;100;PDPPSSEV8122619;true
AEB567;100;PDPPSSEV8122620;true
CAD814;100;PDPPSSEV8122621;true
BED832;100;PDPPSSEV8122622;true
BDA241;100;PDPPSSEV8122623;true
ABC892;100;PDPPSSEV8122624;true
BED833;100;PDPPSSEV8122625;true
BAB555;100;PDPPSSEV8122626;true
ADE820;100;PDPPSSEV8122627;true
BBC340;100;PDPPSSEV8122628;true
BBA505;100;PDPPSSEV8122629;true
BBD156;100;PDPPSSEV8122630;true
ADB860;100;PDPPSSEV8122631;true
ACC676;100;PDPPSSEV8122632;true
ABA812;100;PDPPSSEV8122633;true
BBD157;100;PDPPSSEV8122634;true
AED674;100;PDPPSSEV8122635;true
AED675;100;PDPPSSEV8122636;true
BCA454;100;PDPPSSEV8122637;true
BCC591;100;PDPPSSEV8122638;true
BDE284;100;PDPPSSEV8122639;true
BCC592;100;PDPPSSEV8122640;true
ADC142;100;PDPPSSEV8122641;true
BEB511;100;PDPPSSEV8122642;true
BEB512;100;PDPPSSEV8122643;true
CAB220;100;PDPPSSEV8122644;true
AAD546;100;PDPPSSEV8122645;true
BCA509;100;PDPPSSEV8122646;true
BDE111;100;PDPPSSEV8122647;true
BED919;100;PDPPSSEV8122648;true
BAD042;100;PDPPSSEV8122649;true
ABC591;100;PDPPSSEV8122650;true
ABC592;100;PDPPSSEV8122651;true
AEB564;100;PDPPSSEV8122652;true
AEA068;100;PDPPSSEV8122653;true
BEA824;100;PDPPSSEV8122654;true
BCE156;100;PDPPSSEV8122655;true
AEB956;100;PDPPSSEV8122656;true
BAD724;100;PDPPSSEV8122657;true
BAD725;100;PDPPSSEV8122658;true
AEB957;100;PDPPSSEV8122659;true
AAB619;100;PDPPSSEV8122660;true
ABA364;100;PDPPSSEV8122661;true
ACB922;100;PDPPSSEV8122662;true
BCE157;100;PDPPSSEV8122663;true
BAA849;100;PDPPSSEV8122664;true
ACC212;100;PDPPSSEV8122665;true
BEC046;100;PDPPSSEV8122666;true
BAB848;100;PDPPSSEV8122667;true
BEC665;100;PDPPSSEV8122668;true
CAE344;100;PDPPSSEV8122669;true
BAD786;100;PDPPSSEV8122670;true
ABD362;100;PDPPSSEV8122671;true
BAD787;100;PDPPSSEV8122672;true
ABB565;100;PDPPSSEV8122673;true
BCA676;100;PDPPSSEV8122674;true
BBE183;100;PDPPSSEV8122675;true
BCC746;100;PDPPSSEV8122676;true
BBB089;100;PDPPSSEV8122677;true
CAA634;100;PDPPSSEV8122678;true
BAA074;100;PDPPSSEV8122679;true
CAC337;100;PDPPSSEV8122680;true
BEA333;100;PDPPSSEV8122681;true
BEA335;100;PDPPSSEV8122682;true
BCC946;100;PDPPSSEV8122683;true
BAD686;100;PDPPSSEV8122684;true
BEC739;100;PDPPSSEV8122685;true
BAC402;100;PDPPSSEV8122686;true
