Request Plate, Response
Request Plate: BCA463, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADD131, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB371, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE573, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD348, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBC786, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD313, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE692, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBC950, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA596, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCA113, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD434, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD225, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD414, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEC215, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA097, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABD162, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAC248, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAE447, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDD180, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEA383, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDA318, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE621, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE225, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADC101, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBA202, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDA559, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDD218, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCB473, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE393, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEE225, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBA652, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB289, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD538, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BED564, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDD073, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABD502, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADA406, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD157, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD254, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA642, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB290, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD034, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEB773, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD035, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAC220, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACC902, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB511, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB512, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB513, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE453, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD791, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDA154, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE751, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEB833, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB515, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACC904, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE130, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAA196, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA414, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE538, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEA353, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD725, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACD503, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAC175, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBE016, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDA804, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE137, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAA942, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBC862, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB159, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAB193, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAB001, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAC044, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA140, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEB922, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAD212, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAD213, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADC167, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABC992, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACA255, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDE275, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB517, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB518, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE371, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA693, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADC290, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACC540, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADB126, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE440, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE006, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAC321, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADB104, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDA651, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA796, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEA237, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABB539, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACE747, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD563, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDD170, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAB271, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDE200, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD666, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD643, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAC274, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD017, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD374, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAC121, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD249, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD548, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEC132, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDE163, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDA203, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BED728, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BED731, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEA786, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD101, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDD334, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD241, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD533, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD008, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE360, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA405, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBC972, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCC718, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAC419, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE466, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACC396, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEA900, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACD183, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBE965, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCA016, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BED857, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDC508, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACA142, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAD216, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABE804, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEE961, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADC269, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACD458, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD068, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA108, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADB885, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAE189, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE288, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBE044, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAE472, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEC619, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDE203, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAC926, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD722, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACD223, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACD358, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCB514, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADD354, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAC609, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAA329, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEA416, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBD938, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAC610, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAB651, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA543, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAD416, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBA651, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE666, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABE251, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADB298, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAE777, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABE279, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAC685, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEE942, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEC840, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAD003, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB902, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABB552, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEC159, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABB189, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEE861, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBE954, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAB014, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABB972, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAE526, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAA404, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCB726, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDA530, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AED057, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCB691, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAC133, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEC484, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAA401, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCC658, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABE898, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAE783, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEB236, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADB124, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDD460, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACA170, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABB830, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAA783, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDE269, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEA170, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAB002, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA434, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBA559, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAA910, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACE646, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BED617, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA309, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCA309, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABA650, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCE845, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADE416, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAC979, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAC020, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAA891, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADB214, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDB020, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADA019, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADD263, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBB925, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAB238, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEE378, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDC497, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABE067, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAC023, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEC378, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCB994, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD861, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDE849, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAB759, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAD603, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDC419, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BCA762, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ABE328, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AED389, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: CAC577, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAA298, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ADA048, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEB782, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAE882, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: ACE733, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAC006, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAE026, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BBB849, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AEC101, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEA365, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAB691, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BEE340, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: AAC274, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BAE476, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
Request Plate: BDD089, Response: {"is_automatic_payment":false,"message":"Usuario encontrado"}
