Request Plate, Response
Request Plate: BBC584, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAC164, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCE374, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB235, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBB591, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAC061, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC277, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCE052, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBB594, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC280, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBB596, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC281, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAE345, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAC890, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC454, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAE256, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAB930, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACD160, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE224, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDC345, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEC102, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACD161, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADA186, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABB291, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBD609, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADA131, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE142, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD638, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABE962, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABE963, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA454, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEA877, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAA418, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB236, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADD603, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAE967, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCC165, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB669, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD836, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADA301, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACA806, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAC475, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAB772, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB415, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA070, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABD409, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAA973, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAE045, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBB309, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCC747, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACD770, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDE569, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD553, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE050, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB510, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCB965, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB511, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCB966, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB588, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB589, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABE747, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBA269, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAD011, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABE749, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCD007, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADC620, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAB715, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAB716, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADC623, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAB742, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADD394, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA632, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE276, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB987, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAE858, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB234, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABE350, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAE540, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAC653, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABE378, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBD755, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEA150, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAA372, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AED055, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCB686, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAA341, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAE230, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAE615, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB032, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACB303, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCB656, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABB437, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEC893, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDD305, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAC461, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAE854, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAE855, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABE345, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE587, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BED792, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDB991, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD476, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AED927, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDC117, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA418, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACE809, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB538, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADD566, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB656, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAB322, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB669, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAB396, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA869, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBD217, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACC897, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAD153, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE066, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE048, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC691, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB442, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACC515, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE357, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE049, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA848, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA870, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBD006, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB710, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD399, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCB344, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB624, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD400, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDA218, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA247, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB592, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB593, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA273, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD401, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BED854, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDC031, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE157, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB166, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDA235, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAB582, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD402, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABC958, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC987, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB919, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACE894, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBD454, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB920, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAB584, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAB585, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB229, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCE059, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCE060, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC285, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA457, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA458, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDA643, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB821, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACC376, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB301, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADB937, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEC145, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACA075, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDA322, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADD855, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACC046, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE268, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC976, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEC019, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABA637, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD778, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA566, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABB220, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAD988, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABB221, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB894, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACC486, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAD304, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC887, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAB018, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE200, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA567, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD673, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDC209, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABD339, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD764, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAC575, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC100, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA654, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA296, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE279, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAC277, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBB821, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD732, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABD084, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADA237, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA656, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB749, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE381, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA428, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA429, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE033, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB898, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEE187, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA802, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEC133, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB737, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEC134, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB902, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA803, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB505, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEC135, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBB783, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA419, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACB778, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACD082, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB282, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABA576, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDA019, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAA420, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE589, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE584, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: CAC698, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCE025, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ADE586, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA206, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACA099, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABC868, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BED790, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB279, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBA631, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCC436, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACE960, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BED791, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AEB537, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAE926, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BCA209, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABA820, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BEB600, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BDE252, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BAD307, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: AAB280, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBD147, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ACC873, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: BBC710, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
Request Plate: ABA380, Response: {"is_automatic_payment":true,"message":"Usuario encontrado"}
